ぬえ,,,,名詞,固有名詞,人名,名,*,*,ぬえ,ヌエ,ヌエ,東方Project
姫海棠,,,,名詞,固有名詞,人名,姓,*,*,姫海棠,ヒメカイドウ,ヒメカイドー,東方Project
はたて,,,,名詞,固有名詞,人名,名,*,*,はたて,ハタテ,ハタテ,東方Project
幽谷,,,,名詞,固有名詞,人名,姓,*,*,幽谷,カソダニ,カソダニ,東方Project
響子,,,,名詞,固有名詞,人名,名,*,*,響子,キョウコ,キョーコ,東方Project
宮古,,,,名詞,固有名詞,人名,姓,*,*,宮古,ミヤコ,ミヤコ,東方Project
芳香,,,,名詞,固有名詞,人名,名,*,*,芳香,ヨシカ,ヨシカ,東方Project
霍,,,,名詞,固有名詞,人名,姓,*,*,霍,カク,カク,東方Project
青娥,,,,名詞,固有名詞,人名,名,*,*,青娥,セイガ,セイガ,東方Project
青娥娘々,,,,名詞,固有名詞,人名,一般,*,*,青娥娘々,セイガニャンニャン,セイガニャンニャン,東方Project
蘇我,,,,名詞,固有名詞,人名,姓,*,*,蘇我,ソガ,ソガノ,東方Project
屠自古,,,,名詞,固有名詞,人名,名,*,*,屠自古,トジコ,トジコ,東方Project
物部,,,,名詞,固有名詞,人名,姓,*,*,物部,モノノベ,モノノベノ,東方Project
布都,,,,名詞,固有名詞,人名,名,*,*,布都,フト,フト,東方Project
豊聡耳,,,,名詞,固有名詞,人名,姓,*,*,豊聡耳,トヨサトミミ,トヨサトミミノ,東方Project
神子,,,,名詞,固有名詞,人名,名,*,*,神子,ミコ,ミコ,東方Project
二ッ岩,,,,名詞,固有名詞,人名,姓,*,*,二ッ岩,フタツイワ,フタツイワ,東方Project
マミゾウ,,,,名詞,固有名詞,人名,名,*,*,マミゾウ,マミゾウ,マミゾー,東方Project
秦,,,,名詞,固有名詞,人名,姓,*,*,秦,ハタノ,ハタノ,東方Project
こころ,,,,名詞,固有名詞,人名,名,*,*,こころ,ココロ,ココロ,東方Project
わかさぎ姫,,,,名詞,固有名詞,人名,一般,*,*,わかさぎ姫,ワカサギヒメ,ワカサギヒメ,東方Project
赤蛮奇,,,,名詞,固有名詞,人名,一般,*,*,赤蛮奇,セキバンキ,セキバンキ,東方Project
今泉,,,,名詞,固有名詞,人名,姓,*,*,今泉,イマイズミ,イマイズミ,東方Project
影狼,,,,名詞,固有名詞,人名,名,*,*,影狼,カゲロウ,カゲロー,東方Project
九十九,,,,名詞,固有名詞,人名,姓,*,*,九十九,ツクモ,ツクモ,東方Project
弁々,,,,名詞,固有名詞,人名,名,*,*,弁々,ベンベン,ベンベン,東方Project
八橋,,,,名詞,固有名詞,人名,名,*,*,八橋,ヤツハシ,ヤツハシ,東方Project
鬼人,,,,名詞,固有名詞,人名,姓,*,*,鬼人,キジン,キジン,東方Project
正邪,,,,名詞,固有名詞,人名,名,*,*,正邪,セイジャ,セイジャ,東方Project
少名,,,,名詞,固有名詞,人名,姓,*,*,少名,スクナ,スクナ,東方Project
針妙丸,,,,名詞,固有名詞,人名,名,*,*,針妙丸,シンミョウマル,シンミョーマル,東方Project
堀川,,,,名詞,固有名詞,人名,姓,*,*,堀川,ホリカワ,ホリカワ,東方Project
雷鼓,,,,名詞,固有名詞,人名,名,*,*,雷鼓,ライコ,ライコ,東方Project
稗田,,,,名詞,固有名詞,人名,姓,*,*,稗田,ヒエダ,ヒエダノ,東方Project
阿求,,,,名詞,固有名詞,人名,名,*,*,阿求,アキュウ,アキュー,東方Project
本居,,,,名詞,固有名詞,人名,姓,*,*,本居,モトオリ,モトオリ,東方Project
小鈴,,,,名詞,固有名詞,人名,名,*,*,小鈴,コスズ,コスズ,東方Project
森近,,,,名詞,固有名詞,人名,姓,*,*,森近,モリチカ,モリチカ,東方Project
霖之助,,,,名詞,固有名詞,人名,名,*,*,霖之助,リンノスケ,リンノスケ,東方Project
香霖,,,,名詞,固有名詞,人名,一般,*,*,香霖,コウリン,コーリン,東方Project
こーりん,,,,名詞,固有名詞,人名,一般,*,*,こーりん,コーリン,コーリン,東方Project
朱鷺子,,,,名詞,固有名詞,人名,一般,*,*,朱鷺子,トキコ,トキコ,東方Project
サニーミルク,,,,名詞,固有名詞,人名,一般,*,*,サニーミルク,サニーミルク,サニーミルク,東方Project
ルナチャイルド,,,,名詞,固有名詞,人名,一般,*,*,ルナチャイルド,ルナチャイルド,ルナチャイルド,東方Project
スターサファイア,,,,名詞,固有名詞,人名,一般,*,*,スターサファイア,スターサファイア,スターサファイア,東方Project
宇佐見,,,,名詞,固有名詞,人名,姓,*,*,宇佐見,ウサミ,ウサミ,東方Project
蓮子,,,,名詞,固有名詞,人名,名,*,*,蓮子,レンコ,レンコ,東方Project
菫子,,,,名詞,固有名詞,人名,名,*,*,菫子,スミレコ,スミレコ,東方Project
マエリベリー,,,,名詞,固有名詞,人名,名,*,*,マエリベリー,マエリベリー,マエリベリー,東方Project
ハーン,,,,名詞,固有名詞,人名,姓,*,*,ハーン,ハーン,ハーン,東方Project
メリー,,,,名詞,固有名詞,人名,一般,*,*,メリー,メリー,メリー,東方Project
綿月,,,,名詞,固有名詞,人名,姓,*,*,綿月,ワタツキ,ワタツキ,東方Project
豊姫,,,,名詞,固有名詞,人名,名,*,*,豊姫,トヨヒメ,トヨヒメ,東方Project
依姫,,,,名詞,固有名詞,人名,名,*,*,依姫,ヨリヒメ,ヨリヒメ,東方Project
レイセン,,,,名詞,固有名詞,人名,一般,*,*,レイセン,レイセン,レイセン,東方Project
北白河,,,,名詞,固有名詞,人名,姓,*,*,北白河,キタシラカワ,キタシラカワ,東方Project
ちゆり,,,,名詞,固有名詞,人名,名,*,*,ちゆり,チユリ,チユリ,東方Project
幻月,,,,名詞,固有名詞,人名,一般,*,*,幻月,ゲンゲツ,ゲンゲツ,東方Project
玄爺,,,,名詞,固有名詞,人名,一般,*,*,玄爺,ゲンジイ,ゲンジイ,東方Project
小兎姫,,,,名詞,固有名詞,人名,一般,*,*,小兎姫,コトヒメ,コトヒメ,東方Project
神綺,,,,名詞,固有名詞,人名,一般,*,*,神綺,シンキ,シンキ,東方Project
魅魔,,,,名詞,固有名詞,人名,一般,*,*,魅魔,ミマ,ミマ,東方Project
夢月,,,,名詞,固有名詞,人名,一般,*,*,夢月,ムゲツ,ムゲツ,東方Project
明羅,,,,名詞,固有名詞,人名,一般,*,*,明羅,メイラ,メイラ,東方Project
夢子,,,,名詞,固有名詞,人名,一般,*,*,夢子,ユメコ,ユメコ,東方Project
夢美,,,,名詞,固有名詞,人名,一般,*,*,夢美,ユメミ,ユメミ,東方Project
靈夢,,,,名詞,固有名詞,人名,名,*,*,靈夢,レイム,レーム,東方Project
稲田姫,,,,名詞,固有名詞,人名,一般,*,*,稲田姫,イナダヒメ,イナダヒメ,東方Project
稲田姫,,,,名詞,固有名詞,人名,一般,*,*,稲田姫,クシナダヒメ,クシナダヒメ,東方Project
清蘭,,,,名詞,固有名詞,人名,一般,*,*,清蘭,セイラン,セイラン,東方Project
鈴瑚,,,,名詞,固有名詞,人名,一般,*,*,鈴瑚,リンゴ,リンゴ,東方Project
ドレミー,,,,名詞,固有名詞,人名,姓,*,*,ドレミー,ドレミー,ドレミー,東方Project
スイート,,,,名詞,固有名詞,人名,名,*,*,スイート,スイート,スイート,東方Project
稀神,,,,名詞,固有名詞,人名,姓,*,*,稀神,キジン,キジン,東方Project
サグメ,,,,名詞,固有名詞,人名,名,*,*,サグメ,サグメ,サグメ,東方Project
クラウンピース,,,,名詞,固有名詞,人名,一般,*,*,クラウンピース,クラウンピース,クラウンピース,東方Project
純狐,,,,名詞,固有名詞,人名,一般,*,*,純狐,ジュンコ,ジュンコ,東方Project
ヘカーティア,,,,名詞,固有名詞,人名,姓,*,*,ヘカーティア,ヘカーティア,ヘカーティア,東方Project
ラピスラズリ,,,,名詞,固有名詞,人名,名,*,*,ラピスラズリ,ラピスラズリ,ラピスラズリ,東方Project
